list_of_given_concepts,concepts_suggested_by_llm,closest_class,cosine_similarity,class_classification_similarity_based,llm_auto_classification,ll_auto_eval_score
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Parsers] with properties: [REGEX] and behaviors: [match(String), extract(String), validate(String)]",FetidRatSprite,0.6527481,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Filters] with properties: [CHARACTERS] and behaviors: [lower(String), replace(String, String), truncate(String)]",AlphaTweener,0.6504688,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toLowerCase(String), split(String, String), trim(String)]",PickedUpItem,0.6399588,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [ALPHABETS] and behaviors: [uppercase(String), format(String, Object), truncate(String)]",Crab,0.65686464,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Based on the concept definition provided, my first suggestion is:

Concept: Constants with properties: SYMBOLS and behaviors: [uppercase(String), encode(String, Object), repeat(String)].

Please let me know if you'd like me to generate another suggestion or if this meets your requirements.",GasesImmunity,0.65724003,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Filters] with properties: [REGEX] and behaviors: [match(String), replace(String), validate(String)]",ClothArmor,0.6713899,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), replace(String, String), substring(Int, Int)]",Alchemy,0.6550761,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [uppercase(String), concatenate(String, String), substring(Int, Int)]",Amulet,0.6621982,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Formatters] with properties: [CHARACTERS] and behaviors: [uppercase(String), concatenate(String, String), pad(String)]",StandardPainter,0.6476574,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [ALPHABETS] and behaviors: [toLowerCase(String), concatenate(String, String), substring(Int, Int)]",RegularLevel,0.65743935,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [ALPHABETS] and behaviors: [toUpperCase(String), toLowerCase(String), trim(String)]",LabeledTab,0.6546298,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toLowerCase(String), split(String, String), replace(String, String)]",Gnoll,0.6485578,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Transformers] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), format(String, Object), split(String)]",WandOfRegrowth,0.6798842,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [TextTransform] with properties: [CHARACTERS] and behaviors: [uppercase(String), format(String, Object), truncate(String)]",SkinnedBlock,0.6589976,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Filters] with properties: [REGEX] and behaviors: [match(String, String), replace(String, String, String)]",Detection,0.655779,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Transformers] with properties: [CHARACTERS] and behaviors: [capitalize(String), format(String, Object), replace(String, String)]",ElmoParticle,0.67488956,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Constants] with properties: [NUMBERS] and behaviors: [round(Number), precision(Number, Integer), normalize(Number)]",Wind,0.7323032,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), replace(String, String), substring(String, int, int)]",WaterOfTransmutation,0.65560687,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), replace(String, String), substring(Int, Int)]",WandOfAmok,0.653718,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Modifiers] with properties: [ADJECTIVES] and behaviors: [camelize(String), pluralize(String), toTitleCase(String)]",LeatherArmor,0.6666936,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toLowerCase(String), replace(String, String), substring(Int, Int)]",Key,0.65057003,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Parsers] with properties: [SYNTAX] and behaviors: [parse(String), validate(String), tokenize(String)]",Button,0.6541205,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [concatenate(String, String), substring(Int, Int), reverse()]",ColdParticle,0.65338695,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [StringFormatters] with properties: [CHARACTERS] and behaviors: [uppercase(String), format(String, Object), truncate(String)]",Framebuffer,0.6271006,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [ALPHABETS] and behaviors: [toUpperCase(String), replace(String, String), trim(String)]",TouchArea,0.66014445,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [ALPHABETS] and behaviors: [uppercase(String), concatenate(String, String), truncate(String)]",PotionOfParalyticGas,0.6503149,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), concatenate(String, String), replace(String, String)]",ImpSprite,0.6551066,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Chars] with properties: [ALPHABETS] and behaviors: [uppercase(String), concatenate(String, String), iterate(String)]",ElementalSprite,0.64315367,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Trans] with properties: [CHARS] and behaviors: [toLowerCase(String), replace(String, String), trim(String)]",Haste,0.6460376,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [ALPHABETS] and behaviors: [toLowerCase(String), substring(String, int, int), replace(String, String)]",Door,0.6611601,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), substring(String, int, int), replace(String, String)]",Image,0.65586615,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Transforms] with properties: [CHARACTERS] and behaviors: [lower(String), upper(String), replace(String, String)]",Rejuvenation,0.6794366,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Regex] with properties: [PATTERNS] and behaviors: [match(String), replace(String, String), split(String)]",Pasty,0.647701,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Formatter] with properties: [FORMATTERS] and behaviors: [format(String, Object), format(String, Object[]",Factory,0.69063574,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [uppercase(String), concatenate(String, String), substring(String, int, int)]",Elemental,0.6498388,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Text] with properties: [CHARACTERS] and behaviors: [capitalize(String), format(String, Object), replace(String, String)]",GameButton,0.6577118,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Transformers] with properties: [CHARACTERS] and behaviors: [uppercase(String), concatenate(String, String), repeat(String, int)]",Shaman,0.6843759,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [uppercase(String), concatenate(String, String), repeat(String, int)]",Charger,0.6485605,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [concatenate(String, String), replace(String, String, String), reverse(String)]",Animation,0.6535734,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), substring(String, int, int), replace(String, String)]",StatusPane,0.65528584,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [ALPHABETS] and behaviors: [toLowerCase(String), replace(String, String), trim(String)]",WandHolster,0.6507504,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [capitalize(String), format(String, Object), trim(String)]",Attribute,0.6273363,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [lower(String), upper(String), substring(String, Integer, Integer)]",WarriorArmor,0.6813225,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Formatter] with properties: [PATTERNS] and behaviors: [format(String, Object), capitalize(String), format(String, Object)]",SplashFactory,0.6606127,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [concatenate(String, String), trim(String), replace(String, String)]",Longsword,0.63758415,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [uppercase(String), concatenate(String, String), truncate(String)]",ToxicTrap,0.6291912,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [uppercase(String), concatenate(String, String), reverse(String)]",PotionOfLevitation,0.6339618,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Transforms] with properties: [CHARACTERS] and behaviors: [lowercase(String), replace(String, String), truncate(String)]",BurningFistSprite,0.6571941,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Chars] with properties: [ALPHABETS] and behaviors: [toLowerCase(String), format(String, Object), trim(String)]",ChargrilledMeat,0.6421565,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Formatter] with properties: [FORMAT_STRING] and behaviors: [format(String, Object), replace(String, String), trim(String)]",ShopPainter,0.6587498,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), concatenate(String, String), substring(Int, Int)]",InterlevelScene,0.6450753,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [StringHelper] with properties: [CHARACTERS] and behaviors: [toLowerCase(String), replace(String, String), pad(String, int)]",WandOfLightning,0.66643417,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [uppercase(String), concatenate(String, String), repeat(String, int)]",Undead,0.6420436,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Formatters] with properties: [FORMAT_STYLES] and behaviors: [format(String, Object), indent(String), concatenate(String, String)]",NinePatch,0.66416496,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Constants] with properties: [COLORS] and behaviors: [capitalize(String), format(String, Object), hexCode(String)]",Flare,0.7079107,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [StringTransformer] with properties: [CHARACTERS] and behaviors: [lower(String), upper(String), substring(String, Integer, Integer)]",DarkGold,0.6453515,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strs] with properties: [CHARS] and behaviors: [uppercase(String), format(String, Object), truncate(String)]",Knuckles,0.62261635,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [uppercase(String), concatenate(String, String), truncate(String)]",Rat,0.6202121,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [StringHelper] with properties: [CHARACTERS] and behaviors: [toLowerCase(String), format(String, Object), pad(String)]",ItemButton,0.62885976,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [StringTools] with properties: [ALPHABETS] and behaviors: [toUpperCase(String), substring(String, int, int), replace(String, String, String)]",WandOfPoison,0.63375497,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [StringFormatter] with properties: [CHARACTERS] and behaviors: [uppercase(String), format(String, Object), pluralize(String)]",NoosaScript,0.6083668,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strips] with properties: [CHARACTERS] and behaviors: [trim(String), replace(String, String), split(String)]",BannerSprites,0.6442689,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), replace(String, String), substring(String, int, int)]",RatSkull,0.64531535,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Filters] with properties: [CHARACTERS] and behaviors: [uppercase(String), trim(String), replace(String, String)]",InventoryScroll,0.64981425,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), concatenate(String, String), repeat(Integer, String)]",Sparkle,0.640565,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [uppercase(String), concatenate(String, String), split(String)]",Flame,0.62641037,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Parsers] with properties: [REGEX] and behaviors: [extract(String, String), validate(String), normalize(String)]",SeedPouch,0.6415129,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), format(String, Object), substring(String, int, int)]",Tengu,0.64671516,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [ALPHABETS] and behaviors: [toUpperCase(String), toLowerCase(String), trim(String)]",HighGrass,0.6433952,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), format(String, Object), split(String)]",Graph,0.6381128,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Parsers] with properties: [REGEX] and behaviors: [match(String, Pattern), extract(String, Pattern, String), validate(String, Pattern)]",HtmlLauncher,0.64662457,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [uppercase(String), concatenate(String, String), repeat(String, int)]",SeniorSprite,0.6387622,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Transformer] with properties: [VOCABULARY] and behaviors: [toUpper(String), parse(String, Object), iterate(String)]",Regrowth,0.6859609,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Char] with properties: [ALPHABET] and behaviors: [toUpperCase(String), format(String, Object), toLowerCase(String)]",ParalyticGas,0.6428375,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), split(String, String), join(String, String)]",Level,0.63301927,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [ALPHABETS] and behaviors: [toUpperCase(String), replace(String, String), substring(Int, Int)]",Atlas,0.6529455,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [ALPHABETS] and behaviors: [uppercase(String), concatenate(String, String), trim(String)]",MindVision,0.6257754,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), replace(String, String), substring(Int, Int)]",ScrollOfRecharging,0.64111155,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Modifiers] with properties: [ADJECTIVES] and behaviors: [capitalize(String), format(String, Object), prefix(String)]",Accuracy,0.6603509,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Constants] with properties: [BOOLEANS] and behaviors: [parse(String), evaluate(Boolean), validate(Boolean)]",Delayer,0.675426,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [ALPHABETS] and behaviors: [toLowerCase(String), split(String, String), trim(String)]",Glaive,0.62981534,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), format(String, Object), substring(String, int, int)]",Obstacles,0.6418306,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), substring(String, int, int), replace(String, String)]",Wraith,0.64200604,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [uppercase(String), concatenate(String, String), substring(String, int, int)]",Ballistica,0.64222753,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [uppercase(String), concatenate(String, String), repeat(String, int)]",GameScene,0.6384785,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), concatenate(String, String), replace(String, String)]",ScrollOfWeaponUpgrade,0.6290168,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Formatter] with properties: [FORMATTERS] and behaviors: [format(String, Object), capitalize(String), truncate(String)]",WndSettings,0.6363515,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), substring(String, int, int), replace(String, String)]",ShadowParticle,0.63976395,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Parsers] with properties: [REGEX] and behaviors: [match(String), extract(String), validate(String)]",AttackIndicator,0.6407455,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [concat(String, String), split(String, String), reverse(String)]",FrozenCarpaccio,0.6337598,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Transformers] with properties: [CHARACTERS] and behaviors: [capitalize(String), format(String, Object), substitute(String, String)]",Golem,0.6626854,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Changer] with properties: [CHARACTERS] and behaviors: [toLowerCase(String), replace(String, String), repeat(String, int)]",MissileSprite,0.6855623,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [lower(String), split(String, String), trim(String)]",DeadEndLevel,0.6371908,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [capitalize(String), format(String, Object), trim(String)]",Quarterstaff,0.62132394,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Formatter] with properties: [SYMBOLS] and behaviors: [capitalize(String), format(String, Object), truncate(String)]",BuffIndicator,0.63072073,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Stringifiers] with properties: [CHARACTERS] and behaviors: [uppercase(String), concatenate(String, String), truncate(String)]",DangerIndicator,0.6117389,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), format(String, Object), substring(String)]",ScrollOfTerror,0.62976015,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Translit] with properties: [CHARACTERS] and behaviors: [convert(String), normalize(String), encode(String)]",HeroSprite,0.59492487,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Transforms] with properties: [CHARACTERS] and behaviors: [lower(String), replace(String, String), truncate(String)]",MirrorSprite,0.65936434,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Converters] with properties: [CHARS] and behaviors: [lowercase(String), format(String, Object), pluralize(String)]",WandOfTeleportation,0.60678196,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Parsers] with properties: [REGEX] and behaviors: [match(String), replace(String), extract(String)]",PlateArmor,0.6322186,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [lowercase(String), uppercase(String), concatenate(String, String)]",Statue,0.6262664,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [concat(String, String), substring(Int, Int), replace(String, String)]",Piranha,0.63016367,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), substring(String, int, int), replace(String, String)]",Thorns,0.6389777,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toLowerCase(String), split(String), trim(String)]",Evasion,0.6292994,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [uppercase(String), substring(String, Integer, Integer), replace(String, String)]",WandOfMagicMissile,0.65212226,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toLowerCase(String), replace(String, String), split(String)]",WellWater,0.6345006,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Formatters] with properties: [PUNCTUATION] and behaviors: [capitalize(String), format(String, Object), escape(String)]",Archs,0.622614,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), format(String, Object), substring(String, int, int)]",PrefsButton,0.6336454,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [ALPHABETS] and behaviors: [toLowerCase(String), split(String, String), replace(String, String)]",Visual,0.6351749,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toLowerCase(String), replace(String, String), trim(String)]",Ripple,0.6240549,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), concatenate(String, String), repeat(String, int)]",WandOfDisintegration,0.63589644,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [StringFormatter] with properties: [SYMBOLS] and behaviors: [format(String, Object), capitalize(String), concatenate(String, String)]",SimpleButton,0.60942173,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), replace(String, String), substring(Int, Int)]",TextureCache,0.6307547,implementation,,
